,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,CareerPlansThisYear,Gender
7543,2017,2017-01-05 18:45:53.639,115000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,Developer: T-SQL,Yes,10,0,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7544,2017,2017-01-05 18:45:21.838,195000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,Architect,No,3,25,Masters,Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7545,2017,2017-01-05 18:44:41.070,104500.0,United States,Not Asked,SAP,2,Full time employee,Architect,No,5,15,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7549,2017,2017-01-05 18:26:32.608,52000.0,United States,Not Asked,Microsoft SQL Server,1,Full time employee,DBA,No,1,200,Bachelors (4 years),,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7550,2017,2017-01-05 18:22:47.296,124000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,DBA,No,3,80,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7551,2017,2017-01-05 18:21:09.059,45000.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,No,4,2,Masters,No,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7552,2017,2017-01-05 18:18:58.648,118500.0,United States,Not Asked,Microsoft SQL Server,8,Full time employee,DBA,No,5,30,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7556,2017,2017-01-05 18:15:37.752,68000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,No,1,4,Associates (2 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7558,2017,2017-01-05 18:13:38.975,75000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,No,11,300,None (no degree completed),,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7559,2017,2017-01-05 18:07:31.769,107540.0,United States,Not Asked,Microsoft SQL Server,7,Full time employee,Architect,No,4,20,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7561,2017,2017-01-05 17:59:43.420,76000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,Engineer,No,4,10,Bachelors (4 years),No,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7563,2017,2017-01-05 17:55:35.955,125000.0,United States,Not Asked,Microsoft SQL Server,13,Full time employee,Architect,No,10,15,Bachelors (4 years),No,"No, I never have",55,Not Asked,Private business,Not Asked,Not Asked
7564,2017,2017-01-05 17:53:52.364,170000.0,United States,Not Asked,Microsoft SQL Server,14,Full time employee,DBA,Yes,10,5,Bachelors (4 years),Yes,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7566,2017,2017-01-05 17:51:26.214,108000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,Architect,No,10,50,Masters,Yes,"No, I never have",45,Not Asked,State/province government,Not Asked,Not Asked
7567,2017,2017-01-05 17:48:51.780,130000.0,United States,Not Asked,Microsoft SQL Server,19,Full time employee,DBA,No,5,20,Bachelors (4 years),Yes,"No, I never have",46,Not Asked,Private business,Not Asked,Not Asked
7569,2017,2017-01-05 17:47:45.488,55000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,DBA,No,5,40,Masters,Yes,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7570,2017,2017-01-05 17:46:21.608,147000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,DBA,No,2,4,None (no degree completed),,"Yes, but they expired",37,Not Asked,Private business,Not Asked,Not Asked
7571,2017,2017-01-05 17:43:02.557,175000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,Data Scientist,Yes,5,30,Masters,No,"No, I never have",55,Not Asked,Private business,Not Asked,Not Asked
7572,2017,2017-01-05 17:42:25.413,145000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,Yes,5,200,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7574,2017,2017-01-05 17:38:47.856,100000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,DBA,No,6,40,Bachelors (4 years),No,"No, I never have",41,Not Asked,Private business,Not Asked,Not Asked
7575,2017,2017-01-05 17:38:45.282,120000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",No,10,50,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7576,2017,2017-01-05 17:35:19.641,133000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,Architect,Yes,2,110,Bachelors (4 years),No,"Yes, and they're currently valid",45,Not Asked,Private business,Not Asked,Not Asked
7577,2017,2017-01-05 17:33:01.567,82000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,DBA,No,17,5,Associates (2 years),Yes,"No, I never have",50,Not Asked,State/province government,Not Asked,Not Asked
7578,2017,2017-01-05 17:29:19.025,196000.0,United States,Not Asked,Microsoft SQL Server,15,Independent or freelancer or company owner,Developer: T-SQL,No,20,40,Bachelors (4 years),Yes,"Yes, but they expired",60,Not Asked,Private business,Not Asked,Not Asked
7579,2017,2017-01-05 17:25:54.617,132000.0,United States,Not Asked,Microsoft SQL Server,9,Full time employee,Architect,Yes,1,500,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7580,2017,2017-01-05 17:17:17.237,112000.0,United States,Not Asked,Microsoft SQL Server,14,Full time employee,DBA,No,1,1000,Masters,Yes,"Yes, and they're currently valid",45,Not Asked,Private business,Not Asked,Not Asked
7581,2017,2017-01-05 17:16:32.550,75000.0,United States,Not Asked,Oracle,2,Full time employee,Engineer,No,3,10,Associates (2 years),Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7582,2017,2017-01-05 17:15:16.952,112000.0,United States,Not Asked,Microsoft SQL Server,8,Full time employee,DBA,No,6,500,Associates (2 years),Yes,"Yes, but they expired",30,Not Asked,Private business,Not Asked,Not Asked
7584,2017,2017-01-05 17:13:39.085,55000.0,United States,Not Asked,Microsoft SQL Server,2,Full time employee,Analyst,No,2,4,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7585,2017,2017-01-05 17:13:37.525,130000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,10,100,Bachelors (4 years),Yes,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7587,2017,2017-01-05 17:12:16.468,101400.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,Yes,3,5,Bachelors (4 years),No,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7588,2017,2017-01-05 17:09:12.240,90000.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,DBA,No,3,3,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7594,2017,2017-01-05 17:03:26.340,118000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,3,8,None (no degree completed),,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7595,2017,2017-01-05 17:03:14.186,90000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,DBA,No,7,79,Associates (2 years),No,"Yes, but they expired",41,Not Asked,Private business,Not Asked,Not Asked
7596,2017,2017-01-05 17:02:58.192,106000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,DBA,No,12,15,None (no degree completed),,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7597,2017,2017-01-05 17:02:57.371,160000.0,United States,Not Asked,Microsoft SQL Server,21,Independent or freelancer or company owner,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,8,12,Bachelors (4 years),No,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7598,2017,2017-01-05 17:02:33.771,121950.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,No,5,5,Bachelors (4 years),Yes,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7600,2017,2017-01-05 17:02:17.475,72450.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,DBA,No,4,20,None (no degree completed),,"Yes, and they're currently valid",47,Not Asked,Federal government,Not Asked,Not Asked
7602,2017,2017-01-05 17:01:32.277,116000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,Architect,No,5,15,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,Not Asked,Private business,Not Asked,Not Asked
7604,2017,2017-01-05 17:00:28.298,129000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,Yes,5,5,Masters,No,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7605,2017,2017-01-05 16:58:25.956,120000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,No,14,25,None (no degree completed),,"Yes, but they expired",40,Not Asked,Local government,Not Asked,Not Asked
7607,2017,2017-01-05 16:57:49.737,120000.0,United States,Not Asked,Microsoft SQL Server,9,Full time employee,DBA,No,5,40,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7608,2017,2017-01-05 16:56:33.585,105000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,DBA,No,5,35,Masters,No,"No, I never have",40,Not Asked,State/province government,Not Asked,Not Asked
7609,2017,2017-01-05 16:55:46.582,140000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,Architect,No,1,1000,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,Not Asked,Private business,Not Asked,Not Asked
7611,2017,2017-01-05 16:50:25.244,68000.0,United States,Not Asked,Microsoft SQL Server,3,Independent or freelancer or company owner,Developer: T-SQL,No,3,2,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7612,2017,2017-01-05 16:49:42.201,1450000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,Analyst,No,12,120,Bachelors (4 years),Yes,"Yes, and they're currently valid",42,Not Asked,Private business,Not Asked,Not Asked
7613,2017,2017-01-05 16:47:26.323,70000.0,United States,Not Asked,Microsoft SQL Server,11,Full time employee,"Developer: App code (C#, JS, etc)",Yes,4,2,Associates (2 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7614,2017,2017-01-05 16:40:16.229,100000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,Engineer,No,7,100,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7616,2017,2017-01-05 16:37:17.245,123000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,DBA,No,21,30,Associates (2 years),No,"Yes, but they expired",45,Not Asked,Local government,Not Asked,Not Asked
7617,2017,2017-01-05 16:36:53.796,120000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,No,3,5,Masters,Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7618,2017,2017-01-05 16:35:09.946,84000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,DBA,Yes,9,6,Associates (2 years),Yes,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7620,2017,2017-01-05 16:31:05.557,94000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,No,15,17,Masters,Yes,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7621,2017,2017-01-05 16:31:01.486,65000.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,Engineer,No,6,5,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7622,2017,2017-01-05 16:30:09.673,140000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,DBA,No,4,100,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7623,2017,2017-01-05 16:27:59.897,163000.0,United States,Not Asked,Microsoft SQL Server,11,Full time employee,DBA,No,5,15,Bachelors (4 years),Yes,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7625,2017,2017-01-05 16:18:58.628,200000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,Architect,Yes,20,15,Bachelors (4 years),No,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7627,2017,2017-01-05 16:16:39.387,158000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,Yes,8,8,Bachelors (4 years),No,"No, I never have",42,Not Asked,Private business,Not Asked,Not Asked
7631,2017,2017-01-05 16:11:50.890,60000.0,United States,Not Asked,Microsoft SQL Server,1,Full time employee,DBA,No,1,30,None (no degree completed),,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7637,2017,2017-01-05 16:05:45.105,77500.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,DBA,No,2,50,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7638,2017,2017-01-05 16:03:49.853,89000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,DBA,No,18,30,Bachelors (4 years),Yes,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7639,2017,2017-01-05 16:03:45.437,110000.0,United States,Not Asked,Microsoft SQL Server,13,Full time employee,Developer: T-SQL,No,1,3,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7640,2017,2017-01-05 16:03:44.082,74000.0,United States,Not Asked,Microsoft SQL Server,2,Full time employee,DBA,No,2,100,Bachelors (4 years),Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7642,2017,2017-01-05 15:59:29.154,105000.0,United States,Not Asked,Microsoft SQL Server,14,Full time employee,DBA,No,4,20,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,State/province government,Not Asked,Not Asked
7643,2017,2017-01-05 15:57:20.409,75720.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,DBA,No,15,40,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,State/province government,Not Asked,Not Asked
7644,2017,2017-01-05 15:56:45.521,75000.0,United States,Not Asked,Microsoft SQL Server,3,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,4,Associates (2 years),No,"No, I never have",42,Not Asked,Private business,Not Asked,Not Asked
7645,2017,2017-01-05 15:56:21.555,135000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,Architect,No,15,20,Bachelors (4 years),Yes,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7647,2017,2017-01-05 15:53:41.069,170000.0,United States,Not Asked,Microsoft SQL Server,8,Independent or freelancer or company owner,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,2,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7650,2017,2017-01-05 15:49:12.390,115000.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,DBA,No,18,20,Bachelors (4 years),No,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7651,2017,2017-01-05 15:47:20.800,125000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,DBA,No,3,100,Masters,Yes,"Yes, and they're currently valid",40,Not Asked,State/province government,Not Asked,Not Asked
7652,2017,2017-01-05 15:45:02.343,130000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,Architect,No,5,12,Bachelors (4 years),Yes,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7653,2017,2017-01-05 15:42:00.085,135000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,DBA,No,3,40,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Local government,Not Asked,Not Asked
7654,2017,2017-01-05 15:37:59.735,130000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,Architect,No,3,4,Masters,No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7655,2017,2017-01-05 15:37:53.489,73000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,6,5,Associates (2 years),Yes,"No, I never have",40,Not Asked,State/province government,Not Asked,Not Asked
7656,2017,2017-01-05 15:37:37.094,72000.0,United States,Not Asked,Microsoft SQL Server,3,Full time employee,DBA,No,2,10,Associates (2 years),,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7657,2017,2017-01-05 15:36:55.456,105000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,Architect,Yes,7,75,Masters,Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7658,2017,2017-01-05 15:34:36.299,92000.0,United States,Not Asked,Microsoft SQL Server,8,Full time employee,DBA,No,18,150,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,State/province government,Not Asked,Not Asked
7659,2017,2017-01-05 15:34:06.318,95000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,DBA,Yes,10,500,Masters,Yes,"Yes, and they're currently valid",50,Not Asked,Private business,Not Asked,Not Asked
7663,2017,2017-01-05 15:30:20.891,105000.0,United States,Not Asked,Microsoft SQL Server,9,Full time employee,DBA,No,9,160,Associates (2 years),Yes,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7664,2017,2017-01-05 15:30:12.787,99000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,No,2,50,Masters,No,"Yes, and they're currently valid",48,Not Asked,Private business,Not Asked,Not Asked
7665,2017,2017-01-05 15:30:12.665,102000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,No,13,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",42,Not Asked,Private business,Not Asked,Not Asked
7666,2017,2017-01-05 15:28:56.533,50000.0,United States,Not Asked,Microsoft SQL Server,1,Full time employee,DBA,No,0,20,Associates (2 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7667,2017,2017-01-05 15:28:34.443,95000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,DBA,No,1,30,Bachelors (4 years),No,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7669,2017,2017-01-05 15:22:48.182,95000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,No,20,10,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,Not Asked,Private business,Not Asked,Not Asked
7670,2017,2017-01-05 15:22:16.702,125000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,25,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7671,2017,2017-01-05 15:21:55.941,124600.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,DBA,No,4,160,Masters,Yes,"Yes, and they're currently valid",50,Not Asked,Private business,Not Asked,Not Asked
7673,2017,2017-01-05 15:19:32.800,101000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,DBA,Yes,6,20,Associates (2 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7674,2017,2017-01-05 15:18:43.207,49900.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,4,200,Bachelors (4 years),No,"No, I never have",50,Not Asked,State/province government,Not Asked,Not Asked
7677,2017,2017-01-05 15:12:05.938,115000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",Yes,7,5,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7678,2017,2017-01-05 15:11:38.051,92000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,Manager,Yes,2,20,Bachelors (4 years),Yes,"No, I never have",55,Not Asked,Private business,Not Asked,Not Asked
7679,2017,2017-01-05 15:10:03.156,133500.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,No,20,20,Bachelors (4 years),No,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7680,2017,2017-01-05 15:07:08.261,142000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,Yes,18,100,Masters,Yes,"Yes, and they're currently valid",50,Not Asked,Private business,Not Asked,Not Asked
7684,2017,2017-01-05 14:59:50.276,125000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,Architect,No,4,5,None (no degree completed),,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7686,2017,2017-01-05 14:58:55.563,88000.0,United States,Not Asked,Microsoft SQL Server,3,Full time employee,DBA,No,3,5,Bachelors (4 years),Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7688,2017,2017-01-05 14:57:44.312,62000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,DBA,No,1,10,Masters,Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7689,2017,2017-01-05 14:55:51.465,120000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,DBA,No,16,15,Masters,Yes,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7690,2017,2017-01-05 14:55:35.570,131000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,DBA,No,12,90,Masters,No,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7691,2017,2017-01-05 14:55:33.571,135000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,Architect,Yes,10,25,None (no degree completed),,"Yes, and they're currently valid",55,Not Asked,Private business,Not Asked,Not Asked
7694,2017,2017-01-05 14:54:35.868,105000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,Not Asked,Private business,Not Asked,Not Asked
7697,2017,2017-01-05 14:49:12.562,97000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,DBA,No,9,90,Bachelors (4 years),Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7698,2017,2017-01-05 14:48:55.578,74000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",No,2,4,Bachelors (4 years),Yes,"Yes, but they expired",42,Not Asked,Private business,Not Asked,Not Asked
7700,2017,2017-01-05 14:45:54.731,120000.0,United States,Not Asked,Microsoft SQL Server,26,Full time employee,DBA,No,19,7,Bachelors (4 years),No,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7704,2017,2017-01-05 14:42:44.171,175000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,Manager,Yes,3,7,Masters,Yes,"Yes, and they're currently valid",60,Not Asked,Private business,Not Asked,Not Asked
7705,2017,2017-01-05 14:41:27.004,103000.0,United States,Not Asked,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,14,20,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7708,2017,2017-01-05 14:41:01.530,105000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,1,100,Bachelors (4 years),No,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7709,2017,2017-01-05 14:38:06.264,85000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",No,10,100,Masters,No,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7710,2017,2017-01-05 14:37:25.320,115000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,1,3,Masters,No,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7711,2017,2017-01-05 14:37:21.454,103000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,DBA,No,10,98,Associates (2 years),No,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7712,2017,2017-01-05 14:37:16.506,112000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,DBA,No,12,130,Bachelors (4 years),No,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7713,2017,2017-01-05 14:36:19.478,105000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,DBA,Yes,2,90,Masters,No,"Yes, and they're currently valid",40,Not Asked,Federal government,Not Asked,Not Asked
7714,2017,2017-01-05 14:34:28.716,123000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,DBA,Yes,15,7,Masters,Yes,"Yes, and they're currently valid",45,Not Asked,Private business,Not Asked,Not Asked
7716,2017,2017-01-05 14:31:26.183,66000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,DBA,No,6,8,Bachelors (4 years),No,"No, I never have",40,Not Asked,State/province government,Not Asked,Not Asked
7718,2017,2017-01-05 14:28:58.633,103000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,No,10,165,Masters,No,"No, I never have",55,Not Asked,Private business,Not Asked,Not Asked
7719,2017,2017-01-05 14:27:53.994,88000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,DBA,No,12,257,Associates (2 years),Yes,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7720,2017,2017-01-05 14:26:23.681,115000.0,United States,Not Asked,Microsoft SQL Server,13,Full time employee,Developer: T-SQL,No,11,100,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7721,2017,2017-01-05 14:25:14.723,60000.0,United States,Not Asked,Microsoft SQL Server,7,Full time employee,Developer: T-SQL,No,10,5,None (no degree completed),,"No, I never have",47,Not Asked,Private business,Not Asked,Not Asked
7723,2017,2017-01-05 14:24:41.961,80000.0,United States,Not Asked,Microsoft SQL Server,8,Full time employee,DBA,No,1,30,Bachelors (4 years),Yes,"No, I never have",35,Not Asked,Private business,Not Asked,Not Asked
7725,2017,2017-01-05 14:22:06.478,142000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,Developer: T-SQL,Yes,2,50,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7726,2017,2017-01-05 14:19:11.633,85000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,Yes,17,27,Bachelors (4 years),No,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7727,2017,2017-01-05 14:19:08.738,110000.0,United States,Not Asked,Microsoft SQL Server,11,Full time employee,DBA,No,4,348,Bachelors (4 years),Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7728,2017,2017-01-05 14:16:13.678,125000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,No,20,200,Associates (2 years),Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7731,2017,2017-01-05 14:14:42.623,110000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,DBA,Yes,1,8,None (no degree completed),,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7732,2017,2017-01-05 14:14:35.369,85000.0,United States,Not Asked,Microsoft SQL Server,11,Full time employee,Engineer,No,4,25,Associates (2 years),Yes,"Yes, and they're currently valid",50,Not Asked,Private business,Not Asked,Not Asked
